tag_name,tag_prob,tag_resp,#_in_feedback,prob_threshold
SELECT_AGG_v2,0.9999710608915984,1,1,1.0
SELECT_AGG_v2,0.9992961360398481,1,1,1.0
SELECT_AGG_v2,0.9907897710800171,1,1,1.0
SELECT_AGG_v2,0.999897837638855,1,2,1.0
SELECT_AGG_v2,0.9893935918807983,1,3,1.0
SELECT_AGG_v2,0.8553933501243591,1,1,1.0
SELECT_AGG_v2,0.9980708956718445,1,2,1.0
SELECT_AGG_v2,0.995541512966156,1,3,1.0
SELECT_AGG_v2,0.8683305382728577,1,1,1.0
SELECT_AGG_v2,0.507726788520813,1,2,1.0
WHERE_COL,0.8143243789672852,1,3,1.0
WHERE_OP,0.994407057762146,1,4,1.0
WHERE_ROOT_TERM,0.9999946355819702,1,5,1.0
SELECT_AGG_v2,0.5592608451843262,1,1,1.0
SELECT_AGG_v2,0.5867249965667725,1,2,1.0
WHERE_COL,0.7015008926391602,0,3,1.0
WHERE_COL,0.29009363055229187,1,4,1.0
WHERE_COL,0.004772660322487354,0,5,1.0
WHERE_COL,0.002265726216137409,0,6,1.0
WHERE_OP,0.8492414355278015,1,7,1.0
WHERE_ROOT_TERM,0.9999936819076538,1,8,1.0
SELECT_AGG_v2,0.5343769788742065,1,1,1.0
SELECT_AGG_v2,0.8178637027740479,1,2,1.0
WHERE_COL,0.9236082434654236,1,3,1.0
WHERE_OP,0.9999810457229614,1,4,1.0
WHERE_ROOT_TERM,0.9999983310699463,1,5,1.0
SELECT_AGG_v2,0.9230905175209045,1,1,1.0
SELECT_AGG_v2,0.772042453289032,1,2,1.0
SELECT_AGG_v2,0.930315375328064,1,3,1.0
WHERE_COL,0.9981903433799744,1,4,1.0
WHERE_OP,0.9999940395355225,1,5,1.0
WHERE_ROOT_TERM,0.9999985694885254,1,6,1.0
SELECT_AGG_v2,0.9998207030331174,1,1,1.0
SELECT_AGG_v2,0.9998083637371318,1,1,1.0
SELECT_AGG_v2,0.9060493929604665,0,1,1.0
SELECT_AGG_v2,0.72998693402626,0,2,1.0
SELECT_AGG_v2,0.5183977053298713,0,3,1.0
SELECT_AGG_v2,0.5075337227215226,0,4,1.0
WHERE_COL,0.999679446220398,1,5,1.0
WHERE_OP,0.9999972581863403,1,6,1.0
WHERE_ROOT_TERM,0.9999991655349731,1,7,1.0
SELECT_AGG_v2,0.9393241420409565,0,1,1.0
SELECT_AGG_v2,0.5534240094121633,0,2,1.0
SELECT_AGG_v2,0.5154312747585461,0,3,1.0
SELECT_AGG_v2,0.4788961479219756,0,4,1.0
WHERE_COL,0.8869535326957703,0,5,1.0
WHERE_COL,0.08064501732587814,1,6,1.0
WHERE_COL,0.02136046811938286,0,7,1.0
WHERE_COL,0.007392372004687786,0,8,1.0
WHERE_OP,0.9999986886978149,1,9,1.0
WHERE_ROOT_TERM,0.9999991655349731,1,10,1.0
SELECT_AGG_v2,0.9887334108352661,1,1,1.0
SELECT_AGG_v2,0.8748195143938883,0,2,1.0
SELECT_AGG_v2,0.7883680499110823,1,3,1.0
SELECT_AGG_v2,0.02352815866470337,0,4,1.0
SELECT_AGG_v2,0.18126693787529385,0,5,1.0
GROUP_COL,0.9984591007232666,1,6,1.0
SELECT_AGG_v2,0.9846611618995667,1,1,1.0
SELECT_AGG_v2,0.7770016559079715,0,2,1.0
SELECT_AGG_v2,0.20992229878902435,0,3,1.0
SELECT_AGG_v2,0.6666471995351709,0,4,1.0
SELECT_AGG_v2,0.11879038810729979,0,5,1.0
SELECT_AGG_v2,0.6493403911590576,1,1,1.0
SELECT_AGG_v2,0.7048009037971497,0,2,1.0
SELECT_AGG_v2,0.28664371371269226,1,3,1.0
SELECT_AGG_v2,0.2726017189157586,0,4,1.0
SELECT_AGG_v2,0.0019235190702602272,0,5,1.0
GROUP_COL,0.9514360427856445,1,6,1.0
ORDER_AGG_v2,0.9908010728758826,0,7,1.0
ORDER_AGG_v2,0.3520027144842764,0,8,1.0
ORDER_AGG_v2,0.34888224655817185,1,9,1.0
ORDER_AGG_v2,0.2767497299894309,0,10,1.0
ORDER_DESC_ASC,0.9979058504104614,1,11,1.0
ORDER_LIMIT,0.9999431371688843,1,12,1.0
SELECT_AGG_v2,0.6800065040588379,0,1,1.0
SELECT_AGG_v2,0.27834901213645935,1,2,1.0
SELECT_AGG_v2,0.041515804827213294,1,3,1.0
SELECT_AGG_v2,0.00012830185005441297,0,4,1.0
GROUP_COL,0.9770570397377014,1,5,1.0
ORDER_AGG_v2,0.903322625342057,0,6,1.0
ORDER_AGG_v2,0.7265830743498758,1,7,1.0
ORDER_AGG_v2,0.41272062097240675,0,8,1.0
ORDER_AGG_v2,0.3897882733701733,0,9,1.0
ORDER_DESC_ASC,0.9951943755149841,1,10,1.0
ORDER_LIMIT,0.9999475479125977,1,11,1.0
SELECT_AGG_v2,0.6642878651618958,0,1,1.0
SELECT_AGG_v2,0.3357066214084625,1,2,1.0
SELECT_AGG_v2,3.6256412840884894e-06,0,3,1.0
SELECT_AGG_v2,1.7957387399292202e-06,0,4,1.0
GROUP_COL,0.996096670627594,1,5,1.0
HAV_AGG_v2,0.9821166409269406,0,6,1.0
HAV_AGG_v2,0.512881094034932,1,7,1.0
HAV_AGG_v2,0.12880883688324257,0,8,1.0
HAV_AGG_v2,0.09466597741844211,0,9,1.0
HAV_OP_v2,0.9998587369918823,1,10,1.0
HAV_ROOT_TERM_v2,0.9985516667366028,1,11,1.0
SELECT_AGG_v2,0.5249497294425964,1,1,1.0
GROUP_COL,0.9886216521263123,1,2,1.0
HAV_AGG_v2,0.9997374805526269,0,3,1.0
HAV_AGG_v2,0.1703379445354128,1,4,1.0
HAV_AGG_v2,0.10002539870871512,0,5,1.0
HAV_AGG_v2,0.061861692387209594,0,6,1.0
HAV_OP_v2,0.999909520149231,1,7,1.0
HAV_ROOT_TERM_v2,0.9938018918037415,1,8,1.0
SELECT_AGG_v2,0.9761554002761841,1,1,1.0
WHERE_COL,0.99974125623703,0,2,1.0
WHERE_COL,0.0002308119146618992,0,3,1.0
WHERE_COL,1.5377507224911824e-05,0,4,1.0
WHERE_COL,6.25939810561249e-06,0,5,1.0
IUEN_v2,0.008033618330955505,1,6,1.0
SELECT_AGG_v2,0.8880305886268616,1,7,1.0
WHERE_COL,0.9579561352729797,0,8,1.0
WHERE_COL,0.03181593492627144,0,9,1.0
WHERE_COL,0.009018916636705399,0,10,1.0
WHERE_COL,0.0005070816841907799,0,11,1.0
SELECT_AGG_v2,0.8686736822128296,1,1,1.0
WHERE_COL,0.9997420907020569,0,2,1.0
WHERE_COL,0.00023746553051751107,0,3,1.0
WHERE_COL,1.3910367670177948e-05,0,4,1.0
WHERE_COL,3.2753118830441963e-06,0,5,1.0
IUEN_v2,0.0003820392594207078,1,6,1.0
SELECT_AGG_v2,0.9209233522415161,1,7,1.0
WHERE_COL,0.9946818947792053,0,8,1.0
WHERE_COL,0.0036750829312950373,0,9,1.0
WHERE_COL,0.0010147930588573217,0,10,1.0
WHERE_COL,0.0002937769459094852,0,11,1.0
SELECT_AGG_v2,0.9999920725023695,1,1,1.0
SELECT_AGG_v2,0.9995911469182479,1,1,1.0
SELECT_AGG_v2,0.9998880624771118,1,1,1.0
SELECT_AGG_v2,0.9999953508377075,1,2,1.0
SELECT_AGG_v2,0.7865137457847595,1,3,1.0
SELECT_AGG_v2,0.9994038343429565,1,1,1.0
SELECT_AGG_v2,0.9999490976333618,1,2,1.0
SELECT_AGG_v2,0.9048432111740112,1,3,1.0
SELECT_AGG_v2,0.9996254444122314,1,1,1.0
SELECT_AGG_v2,0.9980138540267944,1,1,1.0
SELECT_AGG_v2,0.999992847442627,1,1,1.0
WHERE_COL,0.9999287128448486,1,2,1.0
WHERE_OP,0.9999568462371826,1,3,1.0
WHERE_ROOT_TERM,0.9999984502792358,1,4,1.0
WHERE_COL,0.9996089339256287,1,5,1.0
WHERE_OP,0.9999654293060303,1,6,1.0
WHERE_ROOT_TERM,0.9999960660934448,1,7,1.0
SELECT_AGG_v2,0.9999979734420776,1,1,1.0
WHERE_COL,0.6545315384864807,0,2,1.0
WHERE_COL,0.312360942363739,1,3,1.0
WHERE_COL,0.022095726802945137,0,4,1.0
WHERE_COL,0.0015395660884678364,0,5,1.0
WHERE_OP,0.9996944665908813,1,6,1.0
WHERE_ROOT_TERM,0.9999990463256836,1,7,1.0
WHERE_COL,0.03040989488363266,1,8,1.0
WHERE_OP,0.9999517202377319,1,9,1.0
WHERE_ROOT_TERM,0.9999955892562866,1,10,1.0
SELECT_AGG_v2,0.955144879670686,0,1,1.0
SELECT_AGG_v2,0.6884189528908249,0,2,1.0
SELECT_AGG_v2,0.43845859032026085,1,3,1.0
SELECT_AGG_v2,0.31251249594493874,0,4,1.0
WHERE_COL,0.99947589635849,1,5,1.0
WHERE_OP,0.9999891519546509,1,6,1.0
WHERE_ROOT_TERM,0.9999992847442627,1,7,1.0
SELECT_AGG_v2,0.9191330040333008,0,1,1.0
SELECT_AGG_v2,0.7269541914116536,1,2,1.0
SELECT_AGG_v2,0.4907295200746349,0,3,1.0
SELECT_AGG_v2,0.20786278582968032,0,4,1.0
WHERE_COL,0.718846321105957,1,5,1.0
WHERE_OP,0.999985933303833,1,6,1.0
WHERE_ROOT_TERM,0.999998927116394,1,7,1.0
SELECT_AGG_v2,0.9999912977218628,1,1,1.0
SELECT_AGG_v2,0.9988675117492676,1,2,1.0
WHERE_COL,0.7216858267784119,0,3,1.0
WHERE_COL,0.09372146427631378,0,4,1.0
WHERE_COL,0.07817335426807404,0,5,1.0
WHERE_COL,0.06142917275428772,0,6,1.0
WHERE_OP,0.9100512862205505,0,7,1.0
WHERE_OP,0.0548725388944149,0,8,1.0
WHERE_OP,0.01130442600697279,0,9,1.0
WHERE_OP,0.08148322837243996,0,10,1.0
WHERE_ROOT_TERM,0.9999585151672363,1,11,1.0
SELECT_AGG_v2,0.9993940591812134,1,1,1.0
SELECT_AGG_v2,0.9736817479133606,1,2,1.0
WHERE_COL,0.9513135552406311,0,3,1.0
WHERE_COL,0.017992068082094193,0,4,1.0
WHERE_COL,0.011423745192587376,1,5,1.0
WHERE_COL,0.007701334077864885,0,6,1.0
WHERE_OP,0.998214602470398,1,7,1.0
WHERE_ROOT_TERM,0.9999912977218628,1,8,1.0
SELECT_AGG_v2,0.9999939203262329,1,1,1.0
SELECT_AGG_v2,0.9996586253698774,1,2,1.0
GROUP_COL,0.9999924898147583,1,3,1.0
SELECT_AGG_v2,0.5522792339324951,1,1,1.0
SELECT_AGG_v2,0.8944438027721131,0,2,1.0
SELECT_AGG_v2,0.8172456453520037,0,3,1.0
SELECT_AGG_v2,0.4376611868045545,1,4,1.0
SELECT_AGG_v2,0.40478612578283707,0,5,1.0
GROUP_COL,0.9998705387115479,1,6,1.0
SELECT_AGG_v2,0.999664306640625,1,1,1.0
GROUP_COL,0.9995303153991699,1,2,1.0
ORDER_AGG_v2,0.9848309886212521,1,3,1.0
ORDER_DESC_ASC,0.9971863627433777,1,4,1.0
ORDER_LIMIT,0.9999439716339111,1,5,1.0
SELECT_AGG_v2,0.9999179840087891,1,1,1.0
GROUP_COL,0.9998363256454468,1,2,1.0
ORDER_AGG_v2,0.9660456514072139,1,3,1.0
ORDER_DESC_ASC,0.9986409544944763,1,4,1.0
ORDER_LIMIT,0.9999699592590332,1,5,1.0
SELECT_AGG_v2,0.9993340373039246,1,1,1.0
GROUP_COL,0.9976966977119446,1,2,1.0
HAV_AGG_v2,0.9908153651697946,1,3,1.0
HAV_OP_v2,0.9577690958976746,1,4,1.0
HAV_ROOT_TERM_v2,0.9969160556793213,1,5,1.0
SELECT_AGG_v2,0.9998437166213989,1,1,1.0
GROUP_COL,0.9979619979858398,1,2,1.0
HAV_AGG_v2,0.8962137455430648,1,3,1.0
HAV_OP_v2,0.9238834977149963,1,4,1.0
HAV_ROOT_TERM_v2,0.9988971948623657,1,5,1.0
SELECT_AGG_v2,0.9999452829360962,0,1,1.0
SELECT_AGG_v2,4.048540358780881e-05,1,2,1.0
SELECT_AGG_v2,1.371733560517896e-05,0,3,1.0
SELECT_AGG_v2,3.124241345631164e-07,0,4,1.0
SELECT_AGG_v2,0.9912890195846558,1,5,1.0
WHERE_COL,0.815083920955658,0,6,1.0
WHERE_COL,0.1692318320274353,0,7,1.0
WHERE_COL,0.01089551392942667,0,8,1.0
WHERE_COL,0.0040047927759587765,0,9,1.0
SELECT_AGG_v2,0.9002825617790222,1,1,1.0
SELECT_AGG_v2,0.7428092956542969,0,2,1.0
SELECT_AGG_v2,0.5953392287339294,0,3,1.0
SELECT_AGG_v2,0.4988219473849079,0,4,1.0
SELECT_AGG_v2,0.026669235900044445,1,5,1.0
SELECT_AGG_v2,0.869686700949744,1,6,1.0
GROUP_COL,0.9994183778762817,0,7,1.0
GROUP_COL,0.0005799591890536249,0,8,1.0
GROUP_COL,1.4716255236635334e-06,0,9,1.0
GROUP_COL,1.9530418171598285e-07,0,10,1.0
SELECT_AGG_v2,0.9866699576377869,1,1,1.0
WHERE_COL,0.9999998807907104,1,2,1.0
WHERE_OP,0.9999274015426636,1,3,1.0
WHERE_ROOT_TERM,0.9999991655349731,1,4,1.0
SELECT_AGG_v2,0.9958800077438354,1,1,1.0
WHERE_COL,0.9999945163726807,1,2,1.0
WHERE_OP,0.9999972581863403,1,3,1.0
WHERE_ROOT_TERM,0.9999985694885254,1,4,1.0
SELECT_AGG_v2,0.7200383543968201,1,1,1.0
WHERE_COL,0.9995433688163757,1,2,1.0
WHERE_OP,0.9999953508377075,1,3,1.0
WHERE_ROOT_TERM,0.9999991655349731,1,4,1.0
SELECT_AGG_v2,0.9998400211334229,1,1,1.0
WHERE_COL,0.9978100657463074,0,2,1.0
WHERE_COL,0.0008468509186059237,1,3,1.0
WHERE_COL,0.0006723360856994987,0,4,1.0
WHERE_COL,0.0004997087526135147,0,5,1.0
WHERE_OP,0.9999915361404419,1,6,1.0
WHERE_ROOT_TERM,0.9999991655349731,1,7,1.0
SELECT_AGG_v2,0.9999558925628662,1,1,1.0
SELECT_AGG_v2,0.9859995191418714,0,2,1.0
SELECT_AGG_v2,0.45470020122539445,0,3,1.0
SELECT_AGG_v2,0.2637449990429256,1,4,1.0
SELECT_AGG_v2,0.23395008443063592,0,5,1.0
GROUP_COL,0.9999549388885498,1,6,1.0
SELECT_AGG_v2,0.9963988065719604,1,1,1.0
SELECT_AGG_v2,0.9678067037002093,0,2,1.0
SELECT_AGG_v2,0.5480172573229606,0,3,1.0
SELECT_AGG_v2,0.5454292991208484,0,4,1.0
SELECT_AGG_v2,0.5207271118064554,0,5,1.0
GROUP_COL,0.9997778534889221,1,6,1.0
SELECT_AGG_v2,0.9998414516448975,1,1,1.0
GROUP_COL,0.9983347058296204,1,2,1.0
ORDER_AGG_v2,0.8768041417938545,0,3,1.0
ORDER_AGG_v2,0.6905785304302173,1,4,1.0
ORDER_AGG_v2,0.6193643586998921,0,5,1.0
ORDER_AGG_v2,0.34835009439136005,0,6,1.0
ORDER_DESC_ASC,0.997901201248169,1,7,1.0
ORDER_LIMIT,0.9999384880065918,1,8,1.0
SELECT_AGG_v2,0.9998481273651123,1,1,1.0
GROUP_COL,0.7741995453834534,1,2,1.0
ORDER_AGG_v2,0.9942091333845887,1,3,1.0
ORDER_DESC_ASC,0.9962975382804871,1,4,1.0
ORDER_LIMIT,0.9999430179595947,1,5,1.0
SELECT_AGG_v2,0.9994552731513977,1,1,1.0
WHERE_COL,0.9473769664764404,0,2,1.0
WHERE_COL,0.027513258159160614,0,3,1.0
WHERE_COL,0.016750119626522064,0,4,1.0
WHERE_COL,0.004015147220343351,0,5,1.0
IUEN_v2,0.00412277365103364,1,6,1.0
SELECT_AGG_v2,0.9967101812362671,1,7,1.0
WHERE_COL,0.7273478507995605,0,8,1.0
WHERE_COL,0.2306271493434906,0,9,1.0
WHERE_COL,0.0304875411093235,0,10,1.0
WHERE_COL,0.007158685475587845,0,11,1.0
SELECT_AGG_v2,0.9983007311820984,1,1,1.0
WHERE_COL,0.478077232837677,0,2,1.0
WHERE_COL,0.34570372104644775,0,3,1.0
WHERE_COL,0.10198499262332916,0,4,1.0
WHERE_COL,0.03603624552488327,0,5,1.0
IUEN_v2,0.0008481023833155632,1,6,1.0
SELECT_AGG_v2,0.9956564903259277,1,7,1.0
WHERE_COL,0.369188517332077,0,8,1.0
WHERE_COL,0.3598831593990326,0,9,1.0
WHERE_COL,0.08447759598493576,0,10,1.0
WHERE_COL,0.0712902769446373,0,11,1.0
SELECT_AGG_v2,0.5721777677536011,1,1,1.0
SELECT_AGG_v2,0.9933357238769531,1,2,1.0
SELECT_AGG_v2,0.978205144405365,1,1,1.0
SELECT_AGG_v2,0.99998939037323,1,2,1.0
SELECT_AGG_v2,0.9999493360519409,1,1,1.0
WHERE_COL,0.9724225401878357,0,2,1.0
WHERE_COL,0.014601674862205982,0,3,1.0
WHERE_COL,0.01237286627292633,1,4,1.0
WHERE_COL,0.000453715882031247,0,5,1.0
WHERE_OP,0.999996542930603,1,6,1.0
WHERE_ROOT_TERM,0.9999983310699463,1,7,1.0
SELECT_AGG_v2,0.999954104423523,1,1,1.0
WHERE_COL,0.9514225721359253,0,2,1.0
WHERE_COL,0.04719633609056473,1,3,1.0
WHERE_COL,0.0013750768266618252,0,4,1.0
WHERE_COL,2.508570105419494e-06,0,5,1.0
WHERE_OP,0.9999871253967285,1,6,1.0
WHERE_ROOT_TERM,0.9999990463256836,1,7,1.0
SELECT_AGG_v2,0.8171406984329224,0,1,1.0
SELECT_AGG_v2,0.1828504353761673,1,2,1.0
SELECT_AGG_v2,8.82877156982431e-06,0,3,1.0
SELECT_AGG_v2,9.60243082964717e-12,0,4,1.0
WHERE_COL,0.9999984502792358,1,5,1.0
WHERE_OP,0.9999947547912598,1,6,1.0
WHERE_ROOT_TERM,0.999997615814209,1,7,1.0
SELECT_AGG_v2,0.7448155283927917,0,1,1.0
SELECT_AGG_v2,0.25518107414245605,1,2,1.0
SELECT_AGG_v2,3.3837006867543104e-06,0,3,1.0
SELECT_AGG_v2,6.360946925437766e-12,0,4,1.0
WHERE_COL,0.9999997615814209,1,5,1.0
WHERE_OP,0.999980092048645,1,6,1.0
WHERE_ROOT_TERM,0.9999990463256836,1,7,1.0
SELECT_AGG_v2,0.9974871873855591,1,1,1.0
SELECT_AGG_v2,0.717553436756134,1,1,1.0
SELECT_AGG_v2,0.9999204874038696,1,1,1.0
WHERE_COL,0.9999998807907104,1,2,1.0
WHERE_OP,0.9999954700469971,1,3,1.0
WHERE_ROOT_TERM,0.9999992847442627,1,4,1.0
SELECT_AGG_v2,0.9997463822364807,1,1,1.0
WHERE_COL,0.9237919449806213,0,2,1.0
WHERE_COL,0.07484973967075348,1,3,1.0
WHERE_COL,0.0008111220085993409,0,4,1.0
WHERE_COL,0.0004891848075203598,0,5,1.0
WHERE_OP,0.9999903440475464,1,6,1.0
WHERE_ROOT_TERM,0.9999994039535522,1,7,1.0
SELECT_AGG_v2,0.993515913390831,1,1,1.0
SELECT_AGG_v2,0.9926379838677499,0,1,1.0
SELECT_AGG_v2,0.4032971096489468,1,2,1.0
SELECT_AGG_v2,0.20682191617018703,0,3,1.0
SELECT_AGG_v2,0.24199697954007246,0,4,1.0
SELECT_AGG_v2,0.660885751247406,0,1,1.0
SELECT_AGG_v2,0.7629197766562128,0,2,1.0
SELECT_AGG_v2,0.10882857352705566,0,3,1.0
SELECT_AGG_v2,0.14454898245932835,0,4,1.0
WHERE_COL,0.9999997615814209,1,5,1.0
WHERE_OP,0.9999957084655762,1,6,1.0
WHERE_ROOT_TERM,0.999998927116394,1,7,1.0
SELECT_AGG_v2,0.9783527768566489,0,1,1.0
SELECT_AGG_v2,0.08173583447933197,0,2,1.0
SELECT_AGG_v2,0.27116971986857996,0,3,1.0
SELECT_AGG_v2,0.15168288484619197,0,4,1.0
WHERE_COL,0.999993085861206,1,5,1.0
WHERE_OP,0.9999982118606567,1,6,1.0
WHERE_ROOT_TERM,0.999997615814209,1,7,1.0
SELECT_AGG_v2,0.48724573850631714,0,1,1.0
SELECT_AGG_v2,0.38997915387153625,0,2,1.0
SELECT_AGG_v2,0.12202758342027663,1,3,1.0
SELECT_AGG_v2,0.0006525744101963936,0,4,1.0
WHERE_OP,0.9999139308929443,1,5,1.0
WHERE_ROOT_TERM,0.9999992847442627,1,6,1.0
SELECT_AGG_v2,0.6513249278068542,0,1,1.0
SELECT_AGG_v2,0.33625444769859314,1,2,1.0
SELECT_AGG_v2,0.009602531790733336,0,3,1.0
SELECT_AGG_v2,0.0027439289260655633,0,4,1.0
WHERE_COL,0.9999901056289673,1,5,1.0
WHERE_OP,0.9001069664955139,0,6,1.0
WHERE_OP,0.09805802255868912,1,7,1.0
WHERE_OP,0.0007178782834671438,0,8,1.0
WHERE_OP,0.018859069552606536,0,9,1.0
WHERE_ROOT_TERM,0.9999992847442627,1,10,1.0
SELECT_AGG_v2,0.9995576739311218,1,1,1.0
SELECT_AGG_v2,0.9997332692146301,1,2,1.0
WHERE_COL,0.9999997615814209,1,3,1.0
WHERE_OP,0.9999938011169434,1,4,1.0
WHERE_ROOT_TERM,0.9999990463256836,1,5,1.0
SELECT_AGG_v2,0.9999151229858398,1,1,1.0
SELECT_AGG_v2,0.9999675750732422,1,2,1.0
WHERE_COL,0.7391030788421631,1,3,1.0
WHERE_OP,0.9999945163726807,1,4,1.0
WHERE_ROOT_TERM,0.9999977350234985,1,5,1.0
WHERE_COL,0.9990547299385071,1,1,1.0
WHERE_OP,0.9999974966049194,1,2,1.0
WHERE_ROOT_TERM,0.9999983310699463,1,3,1.0
WHERE_OP,0.9999794960021973,1,1,1.0
WHERE_ROOT_TERM,0.9999990463256836,1,2,1.0
SELECT_AGG_v2,0.9926856756210327,0,1,1.0
SELECT_AGG_v2,0.006204696372151373,1,2,1.0
SELECT_AGG_v2,0.0011083215940743683,0,3,1.0
SELECT_AGG_v2,1.215506472362903e-06,0,4,1.0
SELECT_AGG_v2,0.9962017599982701,0,5,1.0
SELECT_AGG_v2,0.2849581667661567,1,6,1.0
SELECT_AGG_v2,0.3507082897658985,0,7,1.0
SELECT_AGG_v2,0.17822470223538486,0,8,1.0
GROUP_COL,0.646486759185791,0,9,1.0
GROUP_COL,0.34750646352767944,1,10,1.0
GROUP_COL,0.005777350626885891,0,11,1.0
GROUP_COL,0.00017208041390404105,0,12,1.0
ORDER_AGG_v2,0.9932863673896623,0,13,1.0
ORDER_AGG_v2,0.331588984596624,0,14,1.0
ORDER_AGG_v2,0.2572502206420537,0,15,1.0
ORDER_AGG_v2,0.2512992892105703,0,16,1.0
SELECT_AGG_v2,0.9856237173080444,0,1,1.0
SELECT_AGG_v2,0.007860437966883184,0,2,1.0
SELECT_AGG_v2,0.006398930680006743,1,3,1.0
SELECT_AGG_v2,0.00011328413529554375,0,4,1.0
SELECT_AGG_v2,0.9949406317127674,0,5,1.0
SELECT_AGG_v2,0.43823247648380315,0,6,1.0
SELECT_AGG_v2,0.19770586667479048,1,7,1.0
SELECT_AGG_v2,0.24075171048627528,0,8,1.0
GROUP_COL,0.9066233038902283,0,9,1.0
GROUP_COL,0.08693665266036987,1,10,1.0
GROUP_COL,0.006291799247264862,0,11,1.0
GROUP_COL,0.00013657848467119038,0,12,1.0
ORDER_AGG_v2,0.9898957256440755,0,13,1.0
ORDER_AGG_v2,0.48757799573340743,0,14,1.0
ORDER_AGG_v2,0.32228177630585064,0,15,1.0
ORDER_AGG_v2,0.20282360475900535,0,16,1.0
ORDER_DESC_ASC,0.6876243352890015,0,17,1.0
SELECT_AGG_v2,0.659340500831604,0,1,1.0
SELECT_AGG_v2,0.30178520083427424,1,2,1.0
SELECT_AGG_v2,0.0388464629650116,0,3,1.0
SELECT_AGG_v2,2.4730312361498367e-05,1,4,1.0
SELECT_AGG_v2,0.9743773919616463,0,5,1.0
SELECT_AGG_v2,0.4795630375879379,0,6,1.0
SELECT_AGG_v2,0.482513904764598,0,7,1.0
SELECT_AGG_v2,0.40202621147376083,0,8,1.0
GROUP_COL,0.970845639705658,1,9,1.0
SELECT_AGG_v2,0.9988675117492676,0,1,1.0
SELECT_AGG_v2,0.0006476233247667549,1,2,1.0
SELECT_AGG_v2,0.00040495395660400396,0,3,1.0
SELECT_AGG_v2,6.834353553131221e-05,0,4,1.0
SELECT_AGG_v2,0.9942546486854553,1,5,1.0
SELECT_AGG_v2,0.9927051830435922,0,6,1.0
SELECT_AGG_v2,0.35020945769151607,0,7,1.0
SELECT_AGG_v2,0.00923880562186241,0,8,1.0
SELECT_AGG_v2,0.25838846881474364,0,9,1.0
GROUP_COL,0.9053550362586975,0,10,1.0
GROUP_COL,0.08387930691242218,1,11,1.0
GROUP_COL,0.007281888276338577,0,12,1.0
GROUP_COL,0.003153618425130844,0,13,1.0
SELECT_AGG_v2,0.9714403748512268,1,1,1.0
GROUP_COL,0.9834746718406677,1,2,1.0
HAV_AGG_v2,0.8486526280444547,0,3,1.0
HAV_AGG_v2,0.8157459335719307,0,4,1.0
HAV_AGG_v2,0.43629060879677034,1,5,1.0
HAV_AGG_v2,0.1984543388504639,0,6,1.0
HAV_OP_v2,0.9996892221321922,1,7,1.0
HAV_ROOT_TERM_v2,0.9999710321426392,1,8,1.0
SELECT_AGG_v2,0.9842516779899597,1,1,1.0
GROUP_COL,0.9989891648292542,1,2,1.0
HAV_AGG_v2,0.9999873040652022,0,3,1.0
HAV_AGG_v2,0.07032981924354963,0,4,1.0
HAV_AGG_v2,0.04909995863774372,0,5,1.0
HAV_AGG_v2,0.036325364872789735,0,6,1.0
HAV_OP_v2,0.9998962282980808,1,7,1.0
HAV_ROOT_TERM_v2,0.9999830722808838,1,8,1.0
SELECT_AGG_v2,0.9816230535507202,1,1,1.0
SELECT_AGG_v2,0.9307807087898254,1,2,1.0
ORDER_AGG_v2,0.6641842722892761,0,3,1.0
ORDER_AGG_v2,0.2350522875785828,0,4,1.0
ORDER_AGG_v2,0.06916630268096924,0,5,1.0
ORDER_AGG_v2,0.023543626070022586,0,6,1.0
ORDER_DESC_ASC,0.972575306892395,0,7,1.0
ORDER_LIMIT,0.9998806715011597,1,8,1.0
SELECT_AGG_v2,0.8249631524085999,1,1,1.0
SELECT_AGG_v2,0.5966126322746277,1,2,1.0
GROUP_COL,0.9906484484672546,1,3,1.0
ORDER_AGG_v2,0.9051049046481494,0,4,1.0
ORDER_AGG_v2,0.7571081847217862,1,5,1.0
ORDER_AGG_v2,0.08750845825637174,0,6,1.0
ORDER_AGG_v2,0.07783810770931898,0,7,1.0
ORDER_DESC_ASC,0.9998371601104736,1,8,1.0
ORDER_LIMIT,0.9999754428863525,1,9,1.0
SELECT_AGG_v2,0.9710743427276611,1,1,1.0
GROUP_COL,0.9879690408706665,1,2,1.0
ORDER_AGG_v2,0.9407240659096988,0,3,1.0
ORDER_AGG_v2,0.6758430146008205,0,4,1.0
ORDER_AGG_v2,0.26069976110506426,1,5,1.0
ORDER_AGG_v2,0.2029128880773885,0,6,1.0
ORDER_DESC_ASC,0.8935470581054688,1,7,1.0
ORDER_LIMIT,0.9998689889907837,1,8,1.0
SELECT_AGG_v2,0.8240609169006348,1,1,1.0
GROUP_COL,0.9901847839355469,1,2,1.0
ORDER_AGG_v2,0.9252963191890754,0,3,1.0
ORDER_AGG_v2,0.7183516256293959,0,4,1.0
ORDER_AGG_v2,0.10375810865835976,0,5,1.0
ORDER_AGG_v2,0.10333075810623099,0,6,1.0
ORDER_DESC_ASC,0.6512031555175781,0,7,1.0
ORDER_LIMIT,0.9999812841415405,1,8,1.0
SELECT_AGG_v2,0.9251231551170349,1,1,1.0
WHERE_COL,0.5698949694633484,0,2,1.0
WHERE_COL,0.30553948879241943,0,3,1.0
